sending_institution,sending_course_code,sending_course_name,sending_credits,receiving_institution,receiving_course_code,receiving_course_name,credits_transferred,note,gen_ed_requirement,label,label_name,rule_applied
Mount Wachusett,CIS 131#(Replaced: 6/1/2019),Linux Programming,4,UMass Dartmouth,,Free Elective,4,,-,1,partial_or_elective,Receiving course name contains 'free elective' or 'general elective'
Mount Wachusett,CIS 131#(Replaced: 5/26/2026),Linux Programming,3,Westfield,,Elective,4*,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Mount Wachusett,CIS 131#(Replaced: 6/1/2019),Linux Programming,4,Westfield,,Elective,4,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Mount Wachusett,CIS 131#(Replaced: 5/26/2026),Linux Programming,3,Worcester,,Free Elective,3,,-,1,partial_or_elective,Receiving course name contains 'free elective' or 'general elective'
Mount Wachusett,CIS 131#(Replaced: 6/1/2019),Linux Programming,4,Worcester,,Free Elective,3,,-,1,partial_or_elective,Receiving course name contains 'free elective' or 'general elective'
Mount Wachusett,CIS 134,Operating Systems,3,Fitchburg,CSC 3100,Operating Systems,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 134,Operating Systems,3,Middlesex,CSC 156,Operating Systems Basic and Security,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 134,Operating Systems,3,Middlesex,CSC 156#(Replaced: 9/1/2018),Operating Systems Basics and Security,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 134,Operating Systems,3,Worcester,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 136,Data EthicsThis course is offered in the Spring.3-FitchburgCSC 4100Ethics and Impacts of Computing Solutions3,3,Fitchburg,CSC 4100,Ethics and Impacts of Computing Solutions,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 136,Data EthicsThis course is offered in the Spring.3-MiddlesexInformation Technology Elective3,3,Middlesex,,Information Technology Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 136,Data EthicsThis course is offered in the Spring.3-WorcesterPH 134Computing Ethics3,3,Worcester,PH 134,Computing Ethics,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 140,Introduction to NetworkingThis course is offered in the Fall.4-BerkshireCIS 180Introduction to Networks3,4,Berkshire,CIS 180,Introduction to Networks,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 140,Introduction to NetworkingThis course is offered in the Fall.4-BristolCIS 134Networking Technologies3,4,Bristol,CIS 134,Networking Technologies,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 140,Introduction to NetworkingThis course is offered in the Fall.4-FitchburgComputer Science Elective4,4,Fitchburg,,Computer Science Elective,4,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 140,Introduction to NetworkingThis course is offered in the Fall.4-MassasoitCTIM 225Introduction to Networking3,4,Massasoit,CTIM 225,Introduction to Networking,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 140,Introduction to NetworkingThis course is offered in the Fall.4-MassasoitCTIM 331#(Replaced: )Introduction to Networking3,4,Massasoit,CTIM 331#(Replaced: ),Introduction to Networking,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 140,Introduction to NetworkingThis course is offered in the Fall.4-MassBayCS 242Computer Networks3,4,MassBay,CS 242,Computer Networks,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 140,Introduction to NetworkingThis course is offered in the Fall.4-MiddlesexNST 181Networking I4,4,Middlesex,NST 181,Networking I,4,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 140,Introduction to NetworkingThis course is offered in the Fall.4-North ShoreCPS 134Introduction to Computer Networks2,4,North Shore,CPS 134,Introduction to Computer Networks,2,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 140,"Introduction to NetworkingThis course is offered in the Fall.4-QuinsigamondCSC 234Networking TechnologiesThree hours lecture, three hours laboratory.3",4,Quinsigamond,CSC 234,"Networking TechnologiesThree hours lecture, three hours laboratory.",3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 140,Introduction to NetworkingThis course is offered in the Fall.4-RoxburyIST 140Introduction to Networking3,4,Roxbury,IST 140,Introduction to Networking,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 140,Introduction to NetworkingThis course is offered in the Fall.4-Springfield TechCIT 160Networks 13,4,Springfield Tech,CIT 160,Networks 1,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 140,Introduction to NetworkingThis course is offered in the Fall.4-WorcesterFree Elective4,4,Worcester,,Free Elective,4,,-,1,partial_or_elective,Receiving course name contains 'free elective' or 'general elective'
Mount Wachusett,CIS 140#(Replaced: 6/1/2025),Microcomputer Networking Applications,3,Berkshire,CIS 180,Introduction to Networks,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 140#(Replaced: 6/1/2025),Microcomputer Networking Applications,3,Bristol,CIS 134,Networking Technologies,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 140#(Replaced: 6/1/2025),Microcomputer Networking Applications,3,Fitchburg,,Computer Science Elective,4*,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 140#(Replaced: 6/1/2025),Microcomputer Networking Applications,3,Massasoit,CTIM 225,Introduction to Networking,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 140#(Replaced: 6/1/2025),Microcomputer Networking Applications,3,Massasoit,CTIM 331#(Replaced: ),Introduction to Networking,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 140#(Replaced: 6/1/2025),Microcomputer Networking Applications,3,MassBay,CS 242,Computer Networks,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 140#(Replaced: 6/1/2025),Microcomputer Networking Applications,3,Middlesex,NST 181,Networking I,4*,,-,1,partial_or_elective,Credits transferred has asterisk (conditional/variable transfer)
Mount Wachusett,CIS 140#(Replaced: 6/1/2025),Microcomputer Networking Applications,3,North Shore,CPS 134,Introduction to Computer Networks,2,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 140#(Replaced: 6/1/2025),Microcomputer Networking Applications,3,Quinsigamond,CSC 234,"Networking TechnologiesThree hours lecture, three hours laboratory.",3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 140#(Replaced: 6/1/2025),Microcomputer Networking Applications,3,Roxbury,IST 140,Introduction to Networking,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 140#(Replaced: 6/1/2025),Microcomputer Networking Applications,3,Springfield Tech,CIT 160,Networks 1,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 140#(Replaced: 6/1/2025),Microcomputer Networking Applications,3,Worcester,,Free Elective,4*,,-,1,partial_or_elective,Receiving course name contains 'free elective' or 'general elective'
Mount Wachusett,CIS 141,Introduction to Cloud AdministrationThis course is offered in the Spring.3-BridgewaterComputer Elective3,3,Bridgewater,,Computer Elective,3,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Mount Wachusett,CIS 141,Introduction to Cloud AdministrationThis course is offered in the Spring.3-FitchburgCSC 3450Local Area Networks3,3,Fitchburg,CSC 3450,Local Area Networks,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 141,Introduction to Cloud AdministrationThis course is offered in the Spring.3-FraminghamComputer Science Elective3,3,Framingham,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 141,Introduction to Cloud AdministrationThis course is offered in the Spring.3-MCLAComputer Science Elective3,3,MCLA,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 141,Introduction to Cloud AdministrationThis course is offered in the Spring.3-MiddlesexComputer Science Elective3,3,Middlesex,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 141,Introduction to Cloud AdministrationThis course is offered in the Spring.3-UMass AmherstNot transferable,3,UMass Amherst,,Not transferable,,,-,0,not_transferable,Receiving course name indicates not transferable
Mount Wachusett,CIS 141,Introduction to Cloud AdministrationThis course is offered in the Spring.3-UMass DartmouthFree Elective3,3,UMass Dartmouth,,Free Elective,3,,-,1,partial_or_elective,Receiving course name contains 'free elective' or 'general elective'
Mount Wachusett,CIS 141,Introduction to Cloud AdministrationThis course is offered in the Spring.3-WestfieldElective3,3,Westfield,,Elective,3,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Mount Wachusett,CIS 141,Introduction to Cloud AdministrationThis course is offered in the Spring.3-WorcesterFree Elective3,3,Worcester,,Free Elective,3,,-,1,partial_or_elective,Receiving course name contains 'free elective' or 'general elective'
Mount Wachusett,CIS 141#(Replaced: 5/26/2026),Supporting Private Clouds,3,Bridgewater,,Computer Elective,3,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Mount Wachusett,CIS 141#(Replaced: 5/26/2026),Supporting Private Clouds,3,Fitchburg,CSC 3450,Local Area Networks,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 141#(Replaced: 5/26/2026),Supporting Private Clouds,3,Framingham,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 141#(Replaced: 5/26/2026),Supporting Private Clouds,3,MCLA,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 141#(Replaced: 5/26/2026),Supporting Private Clouds,3,Middlesex,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 141#(Replaced: 5/26/2026),Supporting Private Clouds,3,UMass Amherst,,Not transferable,,,-,0,not_transferable,Receiving course name indicates not transferable
Mount Wachusett,CIS 141#(Replaced: 5/26/2026),Supporting Private Clouds,3,UMass Dartmouth,,Free Elective,3,,-,1,partial_or_elective,Receiving course name contains 'free elective' or 'general elective'
Mount Wachusett,CIS 141#(Replaced: 5/26/2026),Supporting Private Clouds,3,Westfield,,Elective,3,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Mount Wachusett,CIS 141#(Replaced: 5/26/2026),Supporting Private Clouds,3,Worcester,,Free Elective,3,,-,1,partial_or_elective,Receiving course name contains 'free elective' or 'general elective'
Mount Wachusett,CIS 143#(Replaced: 6/1/2024),Computer Service and Repair,3,Bridgewater,,Computer Elective,3,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Mount Wachusett,CIS 143#(Replaced: 6/1/2024),Computer Service and Repair,3,Fitchburg,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 143#(Replaced: 6/1/2024),Computer Service and Repair,3,Framingham,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 143#(Replaced: 6/1/2024),Computer Service and Repair,3,MCLA,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 143#(Replaced: 6/1/2024),Computer Service and Repair,3,Middlesex,,Network Security Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 143#(Replaced: 6/1/2024),Computer Service and Repair,3,Salem,,Not Transferable,,,-,0,not_transferable,Receiving course name indicates not transferable
Mount Wachusett,CIS 143#(Replaced: 6/1/2024),Computer Service and Repair,3,UMass Amherst,,Not transferable,,,-,0,not_transferable,Receiving course name indicates not transferable
Mount Wachusett,CIS 143#(Replaced: 6/1/2024),Computer Service and Repair,3,UMass Dartmouth,,Free Elective,3,,-,1,partial_or_elective,Receiving course name contains 'free elective' or 'general elective'
Mount Wachusett,CIS 143#(Replaced: 6/1/2024),Computer Service and Repair,3,Westfield,,Not Transferable,,,-,0,not_transferable,Receiving course name indicates not transferable
Mount Wachusett,CIS 143#(Replaced: 6/1/2024),Computer Service and Repair,3,Worcester,,Free Elective,3,,-,1,partial_or_elective,Receiving course name contains 'free elective' or 'general elective'
Mount Wachusett,CIS 143,Introduction to Helpdesk Support,3,Bridgewater,,Computer Elective,3,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Mount Wachusett,CIS 143,Introduction to Helpdesk Support,3,Fitchburg,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 143,Introduction to Helpdesk Support,3,Framingham,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 143,Introduction to Helpdesk Support,3,MCLA,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 143,Introduction to Helpdesk Support,3,Middlesex,,Network Security Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 143,Introduction to Helpdesk Support,3,Salem,,Not Transferable,,,-,0,not_transferable,Receiving course name indicates not transferable
Mount Wachusett,CIS 143,Introduction to Helpdesk Support,3,UMass Amherst,,Not transferable,,,-,0,not_transferable,Receiving course name indicates not transferable
Mount Wachusett,CIS 143,Introduction to Helpdesk Support,3,UMass Dartmouth,,Free Elective,3,,-,1,partial_or_elective,Receiving course name contains 'free elective' or 'general elective'
Mount Wachusett,CIS 143,Introduction to Helpdesk Support,3,Westfield,,Not Transferable,,,-,0,not_transferable,Receiving course name indicates not transferable
Mount Wachusett,CIS 143,Introduction to Helpdesk Support,3,Worcester,,Free Elective,3,,-,1,partial_or_elective,Receiving course name contains 'free elective' or 'general elective'
Mount Wachusett,CIS 144,Network Security,3,Bridgewater,,Computer Elective,3,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Mount Wachusett,CIS 144,Network Security,3,Bristol,CIT 150,Network Security,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 144,Network Security,3,Bunker Hill,CIT 264,IT Security,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 144,Network Security,3,Fitchburg,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 144,Network Security,3,Framingham,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 144,Network Security,3,MCLA,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 144,Network Security,3,Middlesex,CSC 188,Introduction to Computer Security,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 144,Network Security,3,North Shore,CPS 138,Internet Networking and Security,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 144,Network Security,3,Roxbury,IST 240,Network Security,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 144,Network Security,3,Salem,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 144,Network Security,3,Springfield Tech,CIT 250,Internet/Network Security 1,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 144,Network Security,3,Springfield Tech,CSE 220,Computer Network Security,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 144,Network Security,3,Springfield Tech,CSET 384#(Replaced: ),Computer Network Security,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 144,Network Security,3,UMass Amherst,,Not transferable,,,-,0,not_transferable,Receiving course name indicates not transferable
Mount Wachusett,CIS 144,Network Security,3,UMass Dartmouth,,Free Elective,3,,-,1,partial_or_elective,Receiving course name contains 'free elective' or 'general elective'
Mount Wachusett,CIS 144,Network Security,3,Westfield,,Elective,3,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Mount Wachusett,CIS 144,Network Security,3,Worcester,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 150,Computer Science I,3,Fitchburg,CSC 1500,Computer Science I,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 150,Computer Science I,3,Middlesex,CSC 101,Introduction to Computer Science,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 150,Computer Science I,3,Northern Essex,CIS 141#(Replaced: ),Computer Science I,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 150,Computer Science I,3,Northern Essex,CIS 160,Computer Science I,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 150,Computer Science I,3,Quinsigamond,CSC 108,Computer Science IFour hours lecture.,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 150,Computer Science I,3,Roxbury,IST 180,Computer Science I,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 150,Computer Science I,3,Worcester,CS 140,Introduction to Programming,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 152,Computer Science IIThis course is offered in the Spring.3-FitchburgCSC 1550Computer Science II3,3,Fitchburg,CSC 1550,Computer Science II,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 152,Computer Science IIThis course is offered in the Spring.3-MiddlesexComputer Science Elective3,3,Middlesex,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 152,Computer Science IIThis course is offered in the Spring.3-WorcesterCS 140Introduction to Programming3,3,Worcester,CS 140,Introduction to Programming,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 154,Introduction to Artificial IntelligenceThis course is offered in the Spring.3-MiddlesexComputer Science Elective3,3,Middlesex,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 155,Open-Source IntelligenceThis course is offered in the Spring.3-MiddlesexComputer Science Elective3,3,Middlesex,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 219,Principles of Information SecurityThis course is offered in the Spring.3-BridgewaterComputer Elective3,3,Bridgewater,,Computer Elective,3,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Mount Wachusett,CIS 219,Principles of Information SecurityThis course is offered in the Spring.3-FitchburgCSC 3040Cyber Security Management3,3,Fitchburg,CSC 3040,Cyber Security Management,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 219,Principles of Information SecurityThis course is offered in the Spring.3-FraminghamComputer Science Elective3,3,Framingham,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 219,Principles of Information SecurityThis course is offered in the Spring.3-HolyokeSEC 106Personal Computer Security3,3,Holyoke,SEC 106,Personal Computer Security,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 219,Principles of Information SecurityThis course is offered in the Spring.3-MassasoitCTIM 180Computer and Information Security3,3,Massasoit,CTIM 180,Computer and Information Security,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 219,Principles of Information SecurityThis course is offered in the Spring.3-MassBayCS 116Fundamentals of Cyber Secruity3,3,MassBay,CS 116,Fundamentals of Cyber Secruity,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 219,Principles of Information SecurityThis course is offered in the Spring.3-MassBayCS 116#(Replaced: 5/27/2016)Fundamentals of Cyber Security3,3,MassBay,CS 116#(Replaced: 5/27/2016),Fundamentals of Cyber Security,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 219,Principles of Information SecurityThis course is offered in the Spring.3-MCLAComputer Science Elective3,3,MCLA,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 219,Principles of Information SecurityThis course is offered in the Spring.3-MiddlesexCSC 188Introduction to Computer Security3,3,Middlesex,CSC 188,Introduction to Computer Security,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 219,Principles of Information SecurityThis course is offered in the Spring.3-Northern EssexCIS 115Information Security3,3,Northern Essex,CIS 115,Information Security,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 219,Principles of Information SecurityThis course is offered in the Spring.3-QuinsigamondCST 205Information Technology Security Foundations3,3,Quinsigamond,CST 205,Information Technology Security Foundations,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 219,Principles of Information SecurityThis course is offered in the Spring.3-RoxburyIST 124Information Security Fundamentals3,3,Roxbury,IST 124,Information Security Fundamentals,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 219,Principles of Information SecurityThis course is offered in the Spring.3-SalemInformation Technology Elective3,3,Salem,,Information Technology Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 219,Principles of Information SecurityThis course is offered in the Spring.3-UMass Amherstmajor or elective credit3,3,UMass Amherst,,major or elective credit,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 219,Principles of Information SecurityThis course is offered in the Spring.3-UMass DartmouthFree Elective3,3,UMass Dartmouth,,Free Elective,3,,-,1,partial_or_elective,Receiving course name contains 'free elective' or 'general elective'
Mount Wachusett,CIS 219,Principles of Information SecurityThis course is offered in the Spring.3-WestfieldElective3,3,Westfield,,Elective,3,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Mount Wachusett,CIS 219,Principles of Information SecurityThis course is offered in the Spring.3-WorcesterComputer Science Elective3,3,Worcester,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 224,Beginning PL/SQLThis course is offered in the Spring.3-BridgewaterComputer Elective3,3,Bridgewater,,Computer Elective,3,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Mount Wachusett,CIS 224#(Replaced: 5/14/2018),Beginning Pl/Sql,3,Bridgewater,,Computer Elective,3,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Mount Wachusett,CIS 224#(Replaced: 6/1/2024),Beginning PL/SQL,3,Bridgewater,,Computer Elective,3,,-,1,partial_or_elective,Receiving course name is purely 'Elective' (no specific course match)
Mount Wachusett,CIS 224,Beginning PL/SQLThis course is offered in the Spring.3-FitchburgCSC 3011Data Modeling and Database Design3,3,Fitchburg,CSC 3011,Data Modeling and Database Design,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 224#(Replaced: 5/14/2018),Beginning Pl/Sql,3,Fitchburg,CSC 3011,Data Modeling and Database Design,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 224#(Replaced: 6/1/2024),Beginning PL/SQL,3,Fitchburg,CSC 3011,Data Modeling and Database Design,3,,-,2,direct_equivalent,Has a specific receiving course code and positive credits (default)
Mount Wachusett,CIS 224,Beginning PL/SQLThis course is offered in the Spring.3-FraminghamComputer Science Elective3,3,Framingham,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 224#(Replaced: 5/14/2018),Beginning Pl/Sql,3,Framingham,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 224#(Replaced: 6/1/2024),Beginning PL/SQL,3,Framingham,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 224,Beginning PL/SQLThis course is offered in the Spring.3-MCLAComputer Science Elective3,3,MCLA,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 224#(Replaced: 5/14/2018),Beginning Pl/Sql,3,MCLA,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 224#(Replaced: 6/1/2024),Beginning PL/SQL,3,MCLA,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 224,Beginning PL/SQLThis course is offered in the Spring.3-MiddlesexComputer Science Elective3,3,Middlesex,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 224#(Replaced: 5/14/2018),Beginning Pl/Sql,3,Middlesex,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 224#(Replaced: 6/1/2024),Beginning PL/SQL,3,Middlesex,,Computer Science Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 224,Beginning PL/SQLThis course is offered in the Spring.3-SalemInformation Technology Elective3,3,Salem,,Information Technology Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 224#(Replaced: 5/14/2018),Beginning Pl/Sql,3,Salem,,Information Technology Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 224#(Replaced: 6/1/2024),Beginning PL/SQL,3,Salem,,Information Technology Elective,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 224,Beginning PL/SQLThis course is offered in the Spring.3-UMass Amherstmajor or elective credit3,3,UMass Amherst,,major or elective credit,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 224#(Replaced: 5/14/2018),Beginning Pl/Sql,3,UMass Amherst,,major or elective credit,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
Mount Wachusett,CIS 224#(Replaced: 6/1/2024),Beginning PL/SQL,3,UMass Amherst,,major or elective credit,3,,-,1,partial_or_elective,Receiving course name contains 'elective' AND receiving course code is empty
